key,token
N/C(S)=N/C(CO)(CO)CO,0
Oc1cn[nH]c1,0
[NH3+]C[P@](=O)([O-])CCC(=O)[O-],0
[NH3+][C@H]1CCCNC1,0
C[C@@H](C=O)C[P@H](=O)[O-],0
C=C(O)C(=O)[O-],0
CCCCC(O)(O)C(F)(F)F,0
C1=CNCOCN1,0
OC1[C@H](O)CC[C@H]1O,0
O=C(C[P+](=O)(=O)[O-])NO,0
C[C@@H](O)C(O)[C@@H](C)O,0
O=S1(=O)C=CC=C1,0
O=c1ccc1=O,0
O=P([O-])(O[P@@](=O)([O-])O)O[P@@](=O)([O-])O,0
C1C[NH2+]C1,0
CN(O)C(=O)CC[C@H](C[C@H]([NH3+])C(=O)[O-])C(=O)[O-],0
CC1(C)CCCC(C)(C)[NH+]1O,0
C[C@@H]1CSC=N1,0
O[C@H]1CCCO[C@@H]1O,0
O[C@H]1CNCNC[C@@H]1O,0
N#C[NH3+],0
C=CCCC(=O)[O-],0
CC(C)(F)F,0
CC1=NNCC1,0
CC[C@H](C)CCC=O,0
O=C([O-])CCCC[P@@](=O)([O-])O,0
O=C(S)NO,0
CC1OCC[C@@H]1O,0
Cc1cccc(N)n1,0
O=[SH](=O)CCCS,0
CCC[C@H](C=O)C(C)(C)C,0
C[N+]1=CC(C)(C)C=C1,0
Nc1cccc(Br)c1,0
CC(C)C[C@@H](C=O)N[P@@](=O)([O-])CN,0
CC(C)CC(=O)N[N@H+](C)C[C@](C)(O)C=O,0
O=C1CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,0
Nc1cc(N)ncn1,0
C[C@@H]1NC(=O)CNC(=O)CNC(=O)[C@H](C)NC(=O)CNC(=O)[C@@H]([NH3+])CSSCCNC(=O)CNC(=O)CNC(=O)CNC1=O,0
C[C@@H]1C[NH2+][C@@H](C)CN1,0
Fc1ccc(Cl)cc1,0
O=C1NC=NCOCCCCCOCCN1,0
[NH3+]NC=O,0
CC1(C)C[NH+]=CN1,0
CC(F)(F)C(F)(F)F,0
C1=NCCC1,0
C[C@H](O)[C@H](C)C=O,0
CC(C)=O,0
O=S1(=O)CCCCN1,0
C[NH+](C)NC=O,0
C[C@H]1COCC[NH2+]1,0
CCCCCCCCCCCCCCCCCCCCCCCC=O,0
CCCCC[C@@H](O)[C@@H](O)CC,0
O=c1[nH]cncc1Cl,0
ClC1=CNCC1,0
O=C(CCO)NO,0
O=C1CNC=CN1,0
Cc1ccc(Br)c(=O)[nH]1,0
O=C1C=C[C@@H](O)N1,0
CC(C)C(=O)[O-],0
O=C1N=C=C=[NH+]1,0
FC1(F)CC[NH2+]C1,0
C#CCCC(=O)[O-],0
C[C@@H](O)[P+](=O)(=O)[O-],0
C=C1CCC(O)CC1,0
CCC(=O)O,0
Nc1cnon1,0
Clc1cn[nH]c1,0
Oc1c(Br)c(Br)c(Br)c(Br)c1Br,0
Fc1cc(F)cc(F)c1,0
CCCCC[C@@H](O)CCCC(=O)[O-],0
Clc1c[nH]cn1,0
Cc1csc(=O)[nH]1,0
CCP(=O)([O-])CC,0
O=C1CCON1,0
CC(F)(F)C(F)(F)C(F)(F)F,0
CC(=O)N=O,0
C[C@@H](S)C=O,0
O=C1OCC[C@H](O)[C@@H]1O,0
CN1CC[NH2+]CC1=O,0
O=C1CC=CCN1,0
NS(=O)(=O)C(F)(F)F,0
CCCC[C@@H](C[C@H](C=O)CC)C(=O)[O-],0
Cc1csc(N)n1,0
C[C@H]([NH3+])CN(O)C(=O)CCCCC(=O)[O-],0
Clc1cc[nH]c1,0
C[C@@H]1CNC[C@H](C)[NH2+]1,0
Fc1cncnc1,0
C1=CCCCN=C1,0
CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0
Cc1cncc(C)c1,0
CC1CCC(O)C(C)C1O,0
CC1OC=CCC1O,0
F[C@@H]1CCCNC1,0
O=C1C=C(O)CCC1O,0
[NH3+][C@H]1C=CCCC1,0
O=CCC[C@@H](O)CC=O,0
O=C1CCNC(=O)COC=CCNC(=O)CNC(=O)CN1,0
O=C1C=CCC=CCSCC=COCCCN1,0
Cc1ccc(Cl)cc1,0
CC1(C)CC[C@@H](O)CO1,0
C[C@H]([NH3+])[C@@H](C)O,0
CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0
CC(C)CCC(O)(O)C(F)(F)C=O,0
Cc1ccncc1F,0
CC1=[N+](C)NC(=O)C1,0
O=C1C[NH2+]CCN1,0
Cc1cc(C)cc(N)c1,0
O=c1[nH]cn[nH]1,0
Brc1cccc(Br)c1,0
Nc1ccnc(Cl)n1,0
C[C@]1(O)COC[C@H]1O,0
C[C@@H](C=O)CS(=O)(=O)C(C)(C)C,0
C[C@@H]1C=CC(=O)N(C)CCCC=CCO1,0
CC1C=CC(=O)C=C1,0
OCCCl,0
NC[P@](=O)([O-])O,0
O[n+]1cccc(Cl)c1,0
O[n+]1ccccc1,0
Clc1cncnc1,0
O=[P+](=O)([O-])CCCCO,0
O[C@@H]1COC[C@@H]1F,0
O=C1C=[NH+]N=CN1,0
CC1=C[NH+]=CN1,0
C1=N[NH+]=CN1,0
O=C1C=CCC=CCSCCC(=O)NCCCN1,0
C[C@H]1CNC(=O)N1,0
C1=CCCOC=C1,0
C/C1=C\CC(=O)C[C@H](O)[C@@H](C)COC(=O)CNC(=O)C(=O)C(O)OCCC[C@@H](C)C1,0
O=C1COCCN1,0
CC1C=CC=CC1=O,0
O=C([O-])CC[C@H](C[P+](=O)(=O)[O-])C(=O)[O-],0
C1=CCC=C1,0
C[C@@](O)(C=O)CBr,0
Nc1c(F)cccc1Cl,0
O[C@H]1CCNC1,0
C/C1=C\C=C\C=C\[C@@H](C)C[C@@H](C)C(=O)C[C@H](O)/C(C)=C/[C@@H](C)C(=O)CCOC(=O)CNC(=O)C(=O)C(O)OCCC1,0
c1cn[nH]n1,0
O[C@@H]1CCCC[C@H]1O,0
CC[C@@H](O)C=O,0
O=C1C=NCN1,0
O[C@@H]1COC[C@H]1F,0
O=S1(=O)C=CC=CN1,0
ClC1=CCCC=C1,0
CN1C=NCC1,0
C[C@H]1OCC[C@H](O)[C@@H]1O,0
O=S1(=O)CCCCC1,0
CC1CC1(F)F,0
O=CCCl,0
Brc1ccccn1,0
CC[P@](=O)([O-])N[C@H](C=O)CC(C)C,0
CC(C)[C@H](O)C=O,0
CCC(=O)CCC=O,0
O=S1(=O)C=COCC/C=C/CCCCN1,0
CC1(C)CC=CCC1,0
O=[SH](=O)C(F)(F)F,0
CCS(=O)(=O)C(C)(C)C,0
[NH3+]CO,0
C1CCOCOC1,0
CCC(O)(O)C(F)(F)CC,0
Cc1cnccn1,0
CC(C)CO,0
c1cnsc1,0
[NH3+]C(O)O,0
O=C([O-])C/C=C/O,0
O=c1cc(O)[nH]c(=O)[nH]1,0
OCC[C@H](O)CO,0
C1=NCCO1,0
O=C1NC[C@H](O)C[NH2+]N1,0
C/C1=C\CCCCC/C=C(\C)[C@@H](O)CCCOC1,0
C[C@H]1CCOC1=O,0
C[C@@H]1CCOC1,0
N[P@@](=O)(NCCC[C@H]([NH3+])C(=O)[O-])NS(=O)(=O)[O-],0
O=C1NC=C[C@@H](O)N1,0
